"InvoiceDate";"FullName";"Country";"TotalInvoices";"TotalQty";"TotalDue"
"5/17/2011 11:41";"Leonard Rutherford";"United Kingdom";22;197;529.0
"5/17/2011 11:46";"Maria McLean";"United Kingdom";17;183;349.0
"5/17/2011 11:47";"Carolyn Kerr";"United Kingdom";3;-3;-23.0
"5/17/2011 11:50";"Kimberly Gray";"United Kingdom";2;-3;-11.0
"5/17/2011 12:07";"Dorothy Chapman";"United Kingdom";1;-1;-10.0
"5/17/2011 12:10";"Grace Morrison";"United Kingdom";1;-24;-48.0
"5/17/2011 12:21";"Jacob Campbell";"United Kingdom";4;162;351.0
"5/17/2011 12:25";"Caroline Ellison";"United Kingdom";31;171;303.0
"5/17/2011 12:29";"Alan Clark";"United Kingdom";1;-24;-24.0
"5/17/2011 12:38";"Maria Poole";"United Kingdom";36;342;555.0
"5/17/2011 12:40";"Faith Buckland";"United Kingdom";33;74;130.0
"5/17/2011 12:43";"Stephen Morgan";"United Kingdom";29;314;425.0
"5/17/2011 12:44";"Carol Underwood";"United Kingdom";13;149;124.0
"5/17/2011 12:44";"Diana Taylor";"United Kingdom";8;66;132.0
"5/17/2011 12:47";"Bella Avery";"United Kingdom";6;20;122.0
"5/17/2011 12:49";"Bella Avery";"United Kingdom";3;14;78.0
"5/17/2011 12:56";"Lauren White";"United Kingdom";6;150;292.0
"5/17/2011 12:57";"Lauren White";"United Kingdom";5;65;203.0
"5/17/2011 12:58";"Lauren White";"United Kingdom";1;12;36.0
"5/17/2011 12:59";"Lauren White";"United Kingdom";1;2;10.0
"5/17/2011 13:03";"Carolyn Kerr";"United Kingdom";1;-5;-20.0
"5/17/2011 13:20";"Irene Forsyth";"United Kingdom";20;53;105.0
"5/17/2011 13:26";"Colin Black";"United Kingdom";25;161;409.0
"5/17/2011 13:27";"Maria Short";"United Kingdom";37;338;668.0
"5/17/2011 13:29";"Maria Short";"United Kingdom";2;20;36.0
"5/17/2011 13:35";"Lucas Mathis";"United Kingdom";29;94;224.0
"5/17/2011 13:44";"Lucas Mathis";"United Kingdom";27;175;147.0
"5/17/2011 13:44";"Julia Lee";"United Kingdom";1;-3;-3.0
"5/17/2011 13:46";"Hannah Welch";"United Kingdom";2;-4;-22.0
"5/17/2011 13:50";"Penelope Mackenzie";"United Kingdom";3;-3;-14.0
"5/17/2011 13:58";"Blake Ball";"United Kingdom";1;-2;-16.0
"5/17/2011 14:03";"Jan Lawrence";"United Kingdom";19;67;125.0
"5/17/2011 14:07";"Eric Ross";"EIRE";2;-3;-24.0
"5/17/2011 14:09";"Ian Hart";"United Kingdom";1;-3;-6.0
"5/17/2011 14:14";"Jonathan Knox";"United Kingdom";1;-1;-9.0
"5/17/2011 14:16";"Liam Manning";"United Kingdom";1;-2;-10.0
"5/17/2011 14:32";"Piers Cameron";"United Kingdom";17;40;105.0
"5/17/2011 14:43";"Penelope Mackenzie";"United Kingdom";50;188;273.0
"5/17/2011 14:46";"Kimberly Roberts";"United Kingdom";32;75;260.0
"5/17/2011 14:50";"Joanne Lyman";"United Kingdom";8;99;114.0
"5/17/2011 14:54";"Joanne Lyman";"United Kingdom";15;32;135.0
"5/17/2011 14:57";"Christian Ellison";"United Kingdom";53;509;1119.0
"5/17/2011 15:01";"Kylie Roberts";"United Kingdom";1;-1;-15.0
"5/17/2011 15:08";"Bella Clark";"United Kingdom";3;-7;-14.0
"5/17/2011 15:13";"Eric Ross";"EIRE";2;-13;-27.0
"5/17/2011 15:13";"Sally Wilkins";"United Kingdom";3;-14;-25.0
"5/17/2011 15:15";"Vanessa Blake";"United Kingdom";1;-1;-4.0
"5/17/2011 15:24";"Tracey Murray";"United Kingdom";1;-2;-16.0
"5/17/2011 15:25";"Julia Graham";"United Kingdom";17;179;306.0
"5/17/2011 15:26";"Michael Knox";"United Kingdom";25;117;136.0
"5/17/2011 15:32";"Stephen Anderson";"United Kingdom";45;2100;2062.0
"5/17/2011 15:42";"Gordon Simpson";"Australia";69;6444;10910.0
"5/17/2011 15:48";"Liam Baker";"Germany";38;530;758.0
"5/17/2011 16:21";"Gabrielle Sutherland";"United Kingdom";1;100;900.0
"5/17/2011 16:23";"Gabrielle Sutherland";"United Kingdom";1;20;100.0
"5/17/2011 16:23";"Stewart Jackson";"United Kingdom";30;484;368.0
"5/17/2011 16:32";"Colin Jackson";"United Kingdom";20;205;431.0
"5/17/2011 16:48";"James Blake";"United Kingdom";34;98;173.0
"5/17/2011 16:49";"James Blake";"United Kingdom";17;34;82.0
"5/17/2011 17:03";"Wanda Ince";"United Kingdom";2;-2;-3.0
"5/17/2011 17:11";"Leonard Ogden";"United Kingdom";1;-6;-18.0
"5/17/2011 17:12";"Cameron Dickens";"Channel Islands";1;1;293.0
"5/17/2011 17:14";"Cameron Dickens";"Channel Islands";1;-1;-293.0
"5/17/2011 17:24";"Kimberly Martin";"United Kingdom";2;-2;-17.0
"5/17/2011 17:26";"Fiona Vaughan";"United Kingdom";1;-1;-2.0
"5/17/2011 17:39";"Hannah Welch";"United Kingdom";1;-6;-42.0
"5/17/2011 17:43";"Piers North";"United Kingdom";1;-1;-195.0
"5/18/2011 9:01";"Dylan Quinn";"United Kingdom";26;269;487.0
"5/18/2011 9:09";"Emily Poole";"France";16;106;405.0
"5/18/2011 9:13";"Claire Tucker";"United Kingdom";1;3;33.0
"5/18/2011 9:20";"Frank Morrison";"United Kingdom";2;-4;-28.0
"5/18/2011 9:23";"Heather Gibson";"United Kingdom";21;141;395.0
"5/18/2011 9:23";"Sophie Mathis";"United Kingdom";1;-2;-20.0
"5/18/2011 9:35";"Vanessa Baker";"United Kingdom";9;12;133.0
"5/18/2011 9:37";"Abigail Payne";"United Kingdom";29;255;584.0
"5/18/2011 9:52";"Christian Walker";"United Kingdom";2;2;3.0
"5/18/2011 9:59";"Ryan Scott";"United Kingdom";15;1710;1370.0
"5/18/2011 10:08";"Audrey Scott";"United Kingdom";20;144;448.0
"5/18/2011 10:29";"Chloe Ogden";"United Kingdom";16;394;710.0
"5/18/2011 10:34";"Nathan Graham";"France";10;154;380.0
"5/18/2011 10:39";"Joanne Forsyth";"United Kingdom";11;148;370.0
"5/18/2011 10:41";"Michelle Reid";"United Kingdom";23;287;235.0
"5/18/2011 10:47";"Jan Walsh";"United Kingdom";25;4084;5196.0
"5/18/2011 10:48";"Virginia Kerr";"United Kingdom";6;101;132.0
"5/18/2011 10:48";"Jan Walsh";"United Kingdom";4;180;384.0
"5/18/2011 10:50";"Jan Walsh";"United Kingdom";4;348;708.0
"5/18/2011 10:56";"Warren Oliver";"United Kingdom";11;37;189.0
"5/18/2011 11:02";"Michael Kelly";"United Kingdom";6;96;116.0
"5/18/2011 11:08";"Diane Turner";"United Kingdom";11;398;237.0
"5/18/2011 11:08";"Dorothy Avery";"United Kingdom";3;162;198.0
"5/18/2011 11:14";"Tracey Coleman";"United Kingdom";12;31;114.0
"5/18/2011 11:21";"Julia Blake";"United Kingdom";2;-2;-22.0
"5/18/2011 11:28";"Claire Gibson";"United Kingdom";64;98;169.0
"5/18/2011 11:42";"Sally Terry";"United Kingdom";35;322;568.0
"5/18/2011 11:58";"Bella Cameron";"United Kingdom";10;135;153.0
"5/18/2011 11:59";"Leonard Ball";"United Kingdom";33;534;1418.0
"5/18/2011 12:07";"Amy Martin";"United Kingdom";13;59;233.0
"5/18/2011 12:13";"Dorothy Chapman";"United Kingdom";17;96;165.0
"5/18/2011 12:15";"Audrey Powell";"United Kingdom";14;21;99.0
"5/18/2011 12:16";"Dorothy Chapman";"United Kingdom";1;-1;-16.0
"5/18/2011 12:18";"Donna Abraham";"France";2;74;108.0
"5/18/2011 12:21";"Boris Thomson";"United Kingdom";15;69;378.0
"5/18/2011 12:21";"Amelia Paterson";"United Kingdom";2;-2;-45.0
"5/18/2011 12:24";"Leonard North";"United Kingdom";1;-1;-4.0
"5/18/2011 12:28";"Oliver James";"United Kingdom";16;282;604.0
"5/18/2011 12:37";"Charles Taylor";"United Kingdom";40;309;498.0
"5/18/2011 12:44";"David Butler";"United Kingdom";25;159;397.0
"5/18/2011 12:46";"Charles Robertson";"United Kingdom";24;187;579.0
"5/18/2011 12:50";"Matt Brown";"Sweden";2;37;112.0
"5/18/2011 12:52";"Jack James";"United Kingdom";14;108;202.0
"5/18/2011 12:57";"Karen Ross";"United Kingdom";9;566;550.0
"5/18/2011 12:58";"Karen Ross";"United Kingdom";2;88;168.0
"5/18/2011 13:00";"Jason Taylor";"United Kingdom";24;223;398.0
"5/18/2011 13:09";"Peter Nash";"United Kingdom";24;259;732.0
"5/18/2011 13:11";"William Langdon";"United Kingdom";15;82;222.0
"5/18/2011 13:13";"Jason Slater";"United Kingdom";7;57;162.0
"5/18/2011 13:20";"Chloe Slater";"Netherlands";5;412;732.0
"5/18/2011 13:50";"Dylan Greene";"United Kingdom";7;214;238.0
"5/18/2011 13:55";"Anna Morrison";"United Kingdom";10;248;598.0
"5/18/2011 13:56";"Emma Watson";"United Kingdom";40;560;756.0
"5/18/2011 13:58";"Eric Ross";"EIRE";60;636;1376.0
"5/18/2011 14:01";"Phil Jones";"United Kingdom";5;-8;-13.0
"5/18/2011 14:07";"Julia Blake";"United Kingdom";7;102;396.0
"5/18/2011 14:08";"Julia Blake";"United Kingdom";1;16;112.0
"5/18/2011 14:08";"Phil Jones";"United Kingdom";33;436;953.0
"5/18/2011 14:42";"Keith Graham";"United Kingdom";2;96;120.0
"5/18/2011 14:50";"Angela Roberts";"United Kingdom";38;99;175.0
"5/18/2011 14:57";"Irene Randall";"United Kingdom";32;274;435.0
"5/18/2011 15:23";"Blake Bond";"United Kingdom";5;174;228.0
"5/18/2011 15:26";"Katherine Parr";"United Kingdom";30;469;1041.0
"5/18/2011 15:28";"Katherine Parr";"United Kingdom";3;68;136.0
"5/18/2011 15:29";"Joanne Forsyth";"United Kingdom";15;167;463.0
"5/18/2011 15:35";"Rose Lambert";"United Kingdom";35;98;310.0
"5/18/2011 15:39";"William Rampling";"United Kingdom";14;128;518.0
"5/18/2011 15:41";"William Rampling";"United Kingdom";11;208;566.0
"5/18/2011 15:47";"Felicity Alsop";"United Kingdom";2;220;300.0
"5/18/2011 15:55";"Dorothy Vance";"United Kingdom";22;47;219.0
"5/18/2011 16:26";"Heather Ross";"United Kingdom";10;72;226.0
"5/18/2011 16:37";"Mary Bell";"United Kingdom";23;313;588.0
"5/18/2011 16:37";"Christian Wright";"United Kingdom";4;26;62.0
"5/18/2011 16:50";"Ruth Wilson";"United Kingdom";24;207;429.0
"5/18/2011 16:51";"Ruth Wilson";"United Kingdom";18;133;291.0
"5/18/2011 16:52";"Liam Martin";"United Kingdom";5;228;216.0
"5/18/2011 16:56";"Alison Butler";"United Kingdom";7;71;175.0
"5/19/2011 7:49";"Victor Ball";"United Kingdom";7;514;630.0
"5/19/2011 8:26";"Sean Ball";"Germany";37;429;729.0
"5/19/2011 8:27";"Sean Ball";"Germany";7;90;156.0
"5/19/2011 8:29";"Una Oliver";"United Kingdom";5;50;100.0
"5/19/2011 8:31";"Una Oliver";"United Kingdom";4;26;152.0
"5/19/2011 8:32";"Una Oliver";"United Kingdom";2;20;40.0
"5/19/2011 8:33";"Una Oliver";"United Kingdom";1;48;48.0
"5/19/2011 8:50";"Audrey Mills";"United Kingdom";15;147;481.0
"5/19/2011 8:55";"Bella Murray";"United Kingdom";14;130;326.0
"5/19/2011 9:23";"Joshua Jackson";"United Kingdom";45;337;1077.0
"5/19/2011 9:31";"Carol Pullman";"United Kingdom";9;65;129.0
"5/19/2011 9:37";"Chloe Churchill";"Germany";23;175;450.0
"5/19/2011 9:38";"Lisa Tucker";"United Kingdom";6;414;210.0
"5/19/2011 9:47";"Lisa Peters";"United Kingdom";21;242;284.0
"5/19/2011 9:57";"David Gill";"United Kingdom";3;-5;-35.0
"5/19/2011 9:59";"Donna Rees";"United Kingdom";4;96;252.0
"5/19/2011 10:16";"Molly Cornish";"United Kingdom";21;210;362.0
"5/19/2011 10:16";"Ava Thomson";"United Kingdom";21;280;380.0
"5/19/2011 10:20";"Sally Clarkson";"United Kingdom";10;89;197.0
"5/19/2011 10:22";"Faith Morgan";"United Kingdom";5;112;288.0
"5/19/2011 10:25";"Una Davies";"United Kingdom";13;120;218.0
"5/19/2011 10:32";"Samantha Lyman";"United Kingdom";1;144;432.0
"5/19/2011 10:38";"Austin Powell";"United Kingdom";25;296;389.0
"5/19/2011 10:39";"Dominic Johnston";"United Kingdom";2;-2;-18.0
"5/19/2011 10:43";"Warren Butler";"United Kingdom";9;75;186.0
"5/19/2011 10:53";"Stephen Morgan";"United Kingdom";3;-6;-12.0
"5/19/2011 10:54";"Amelia Lawrence";"United Kingdom";6;75;136.0
"5/19/2011 11:05";"Michelle Peake";"United Kingdom";1;-24;-264.0
"5/19/2011 11:24";"Sebastian MacLeod";"United Kingdom";30;399;820.0
"5/19/2011 11:28";"Leah Mathis";"United Kingdom";10;114;168.0
"5/19/2011 11:32";"Jan Bell";"United Kingdom";10;182;140.0
"5/19/2011 11:36";"Joe McGrath";"Channel Islands";33;223;910.0
"5/19/2011 11:38";"Emily Brown";"United Kingdom";27;425;385.0
"5/19/2011 11:41";"Chloe Ferguson";"United Kingdom";42;139;213.0
"5/19/2011 11:47";"Charles Dickens";"United Kingdom";16;162;706.0
"5/19/2011 11:50";"Lauren Clark";"United Kingdom";7;30;184.0
"5/19/2011 12:08";"Gordon Wilson";"United Kingdom";18;446;476.0
"5/19/2011 12:09";"Gordon Wilson";"United Kingdom";1;12;24.0
"5/19/2011 12:10";"Alexander Oliver";"France";33;434;546.0
"5/19/2011 12:13";"Lillian Greene";"United Kingdom";2;46;70.0
"5/19/2011 12:15";"Alan Brown";"Germany";1;-2;-22.0
"5/19/2011 12:19";"Pippa Ferguson";"United Kingdom";1;-48;0.0
"5/19/2011 12:24";"Lucas Paterson";"Germany";20;470;334.0
"5/19/2011 12:29";"Peter Hodges";"France";19;128;362.0
"5/19/2011 12:36";"Alexander Marshall";"United Kingdom";13;422;356.0
"5/19/2011 12:38";"Victor Hamilton";"United Kingdom";21;216;776.0
"5/19/2011 12:40";"Katherine Davidson";"United Kingdom";9;155;317.0
"5/19/2011 12:41";"Katherine Davidson";"United Kingdom";1;4;16.0
"5/19/2011 12:50";"Simon Jackson";"United Kingdom";11;156;284.0
"5/19/2011 12:59";"Austin Mackay";"United Kingdom";6;38;134.0
"5/19/2011 13:04";"David Butler";"United Kingdom";3;-4;-14.0
"5/19/2011 13:05";"Maria Sanderson";"United Kingdom";28;349;441.0
"5/19/2011 13:08";"Edward Miller";"United Kingdom";8;30;132.0
"5/19/2011 13:16";"Irene Alsop";"United Kingdom";6;78;324.0
"5/19/2011 13:28";"Lily Cameron";"United Kingdom";92;141;186.0
"5/19/2011 13:35";"Blake Carr";"United Kingdom";57;210;616.0
"5/19/2011 13:57";"Carl Forsyth";"United Kingdom";51;137;158.0
"5/19/2011 13:58";"Faith Arnold";"United Kingdom";15;135;303.0
"5/19/2011 14:05";"Felicity Allan";"United Kingdom";45;287;416.0
"5/19/2011 14:08";"Owen Quinn";"United Kingdom";23;235;93.0
"5/19/2011 14:14";"Bella Cameron";"United Kingdom";4;-26;-20.0
"5/19/2011 14:19";"Sebastian Sharp";"United Kingdom";4;986;244.0
"5/19/2011 14:24";"Faith Davies";"United Kingdom";1;48;192.0
"5/19/2011 14:27";"Dominic King";"United Kingdom";30;304;841.0
"5/19/2011 14:29";"Jake Mathis";"United Kingdom";11;221;298.0
"5/19/2011 14:30";"Faith Davies";"United Kingdom";1;2;8.0
"5/19/2011 14:35";"Jane Smith";"United Kingdom";20;164;340.0
"5/19/2011 14:42";"Lauren Hodges";"United Kingdom";11;209;284.0
"5/19/2011 14:44";"Molly Cornish";"United Kingdom";2;-6;-24.0
"5/19/2011 14:45";"Jasmine Sharp";"United Kingdom";19;179;345.0
"5/19/2011 14:47";"Christian Rutherford";"United Kingdom";2;-3;-13.0
"5/19/2011 14:56";"Oliver Lyman";"United Kingdom";8;142;338.0
"5/19/2011 15:15";"Rachel McGrath";"United Kingdom";54;558;1229.0
"5/19/2011 15:23";"Carolyn Newman";"United Kingdom";7;-272;-280.0
"5/19/2011 15:24";"Julian Pullman";"United Kingdom";6;288;288.0
"5/19/2011 15:30";"Peter Morgan";"United Kingdom";3;78;264.0
"5/19/2011 15:31";"Peter Morgan";"United Kingdom";1;48;96.0
"5/19/2011 15:36";"Trevor Butler";"Germany";5;47;206.0
"5/19/2011 15:41";"Lillian Edmunds";"Germany";6;35;132.0
"5/19/2011 15:53";"Claire Fisher";"United Kingdom";13;130;318.0
"5/19/2011 16:04";"Keith Hunter";"United Kingdom";9;74;208.0
"5/19/2011 16:09";"Ella Walker";"United Kingdom";19;351;239.0
"5/19/2011 16:31";"Yvonne Taylor";"United Kingdom";19;126;398.0
"5/19/2011 16:47";"Sally Murray";"United Kingdom";12;400;758.0
"5/19/2011 16:56";"Boris Rutherford";"United Kingdom";6;44;142.0
"5/19/2011 17:13";"Madeleine Ellison";"United Kingdom";13;137;336.0
"5/19/2011 17:15";"Leah Bower";"United Kingdom";32;300;894.0
"5/19/2011 17:18";"David Peters";"United Kingdom";7;70;118.0
"5/19/2011 17:22";"Ian Lee";"United Kingdom";19;147;348.0
"5/19/2011 17:23";"Eric Ross";"EIRE";16;113;260.0
"5/19/2011 17:23";"Julia Blake";"United Kingdom";1;48;144.0
"5/19/2011 17:25";"Alan Hemmings";"United Kingdom";23;235;691.0
"5/19/2011 17:47";"Olivia Arnold";"Bahrain";4;20;86.0
"5/19/2011 17:48";"Eric Ross";"EIRE";28;236;917.0
"5/19/2011 18:02";"Alexander Wilkins";"United Kingdom";9;79;115.0
"5/19/2011 18:08";"Abigail Bailey";"United Kingdom";2;-9;-105.0
"5/19/2011 18:10";"Joe Wilkins";"United Kingdom";2;-43;-171.0
"5/19/2011 18:11";"Jake Berry";"United Kingdom";1;-1;-50.0
"5/19/2011 18:13";"Amelia Hemmings";"United Kingdom";10;-26;-83.0
"5/19/2011 18:21";"Liam Hudson";"United Kingdom";7;66;128.0
"5/19/2011 18:28";"William Avery";"United Kingdom";11;158;334.0
"5/19/2011 19:00";"Christopher Dowd";"United Kingdom";9;45;165.0
"5/19/2011 19:02";"Karen McGrath";"United Kingdom";29;81;190.0
"5/19/2011 19:32";"Edward Bell";"United Kingdom";22;261;550.0
"5/19/2011 19:47";"Karen Welch";"United Kingdom";27;292;368.0
"5/19/2011 19:50";"Karen Welch";"United Kingdom";4;-7;-52.0
"5/19/2011 19:51";"Sean Clarkson";"United Kingdom";26;283;592.0
"5/20/2011 8:18";"Jan Carr";"United Kingdom";10;57;133.0
"5/20/2011 8:30";"Diane Lawrence";"United Kingdom";6;41;114.0
"5/20/2011 8:39";"Una Harris";"United Kingdom";9;156;280.0
"5/20/2011 8:41";"Sebastian Kerr";"United Kingdom";27;510;956.0
"5/20/2011 8:57";"William Ellison";"United Kingdom";13;115;381.0
"5/20/2011 9:08";"Zoe Gibson";"United Kingdom";18;165;427.0
"5/20/2011 9:24";"Christopher Paterson";"United Kingdom";10;86;169.0
"5/20/2011 9:30";"Wanda Ince";"United Kingdom";12;454;186.0
"5/20/2011 9:34";"Eric MacLeod";"Germany";2;-2;-30.0
"5/20/2011 9:38";"Joe Manning";"United Kingdom";15;140;358.0
"5/20/2011 9:47";"Amy Arnold";"United Kingdom";1;20;20.0
"5/20/2011 9:56";"Ryan Quinn";"United Kingdom";4;1084;1124.0
"5/20/2011 10:02";"Neil Lewis";"United Kingdom";2;472;472.0
"5/20/2011 10:04";"Neil Lewis";"United Kingdom";1;72;72.0
"5/20/2011 10:22";"Gordon Ince";"United Kingdom";11;218;460.0
"5/20/2011 10:27";"Eric Ross";"EIRE";20;166;324.0
"5/20/2011 10:29";"Angela Paterson";"United Kingdom";8;52;138.0
"5/20/2011 10:30";"Michael Fraser";"United Kingdom";24;298;588.0
"5/20/2011 10:31";"Michael Fraser";"United Kingdom";2;22;32.0
"5/20/2011 10:32";"Caroline Clarkson";"United Kingdom";61;591;703.0
"5/20/2011 10:32";"Michael Fraser";"United Kingdom";4;32;76.0
"5/20/2011 10:33";"Robert White";"United Kingdom";21;53;178.0
"5/20/2011 10:35";"Leonard Ogden";"United Kingdom";6;38;110.0
"5/20/2011 10:36";"Leonard Ogden";"United Kingdom";25;250;450.0
"5/20/2011 10:37";"James Graham";"United Kingdom";19;129;340.0
"5/20/2011 10:37";"Stewart Forsyth";"United Kingdom";39;336;1007.0
"5/20/2011 10:48";"Carl Wright";"United Kingdom";41;321;635.0
"5/20/2011 10:50";"Stewart Hodges";"United Kingdom";1;4;60.0
"5/20/2011 11:03";"Adam Clark";"United Kingdom";6;1000;2000.0
"5/20/2011 11:07";"Alexandra Russell";"United Kingdom";3;98;452.0
"5/20/2011 11:33";"Piers Paige";"United Kingdom";20;392;274.0
"5/20/2011 11:34";"Connor Powell";"France";14;473;1294.0
"5/20/2011 11:50";"Jack Vance";"United Kingdom";1;-1;-17.0
"5/20/2011 11:52";"John Short";"United Kingdom";1;-2;-8.0
"5/20/2011 11:53";"Hannah Morgan";"United Kingdom";14;147;210.0
"5/20/2011 11:54";"Sally Terry";"United Kingdom";1;-1;-2.0
"5/20/2011 12:09";"Andrew Alsop";"United Kingdom";1;-1;-7.0
"5/20/2011 12:17";"Stephanie Knox";"United Kingdom";5;256;416.0
"5/20/2011 12:21";"Grace Hodges";"United Kingdom";1;-2;-10.0
"5/20/2011 12:23";"Dylan Harris";"United Kingdom";1;-12;-12.0
"5/20/2011 12:25";"Felicity Allan";"United Kingdom";3;-36;-252.0
"5/20/2011 12:26";"Tracey Jones";"United Kingdom";1;1;8.0
"5/20/2011 12:31";"Leah Young";"United Kingdom";8;66;146.0
"5/20/2011 12:38";"Warren Underwood";"United Kingdom";26;303;422.0
"5/20/2011 12:44";"Max Clark";"United Kingdom";1;-1;-75.0
"5/20/2011 12:55";"Nathan Knox";"United Kingdom";1;-2;-8.0
"5/20/2011 12:56";"Felicity Mackenzie";"United Kingdom";2;-4;-18.0
"5/20/2011 13:13";"Simon Wilson";"United Kingdom";26;519;758.0
"5/20/2011 13:13";"Heather Miller";"United Kingdom";7;104;104.0
"5/20/2011 13:14";"Sally Lewis";"United Kingdom";27;225;367.0
"5/20/2011 13:14";"Jan Gill";"United Kingdom";58;233;588.0
"5/20/2011 13:15";"Sally Lewis";"United Kingdom";5;34;82.0
"5/20/2011 13:16";"Isaac Forsyth";"United Kingdom";22;228;486.0
"5/20/2011 13:34";"Stephanie Knox";"United Kingdom";6;376;584.0
"5/20/2011 13:34";"Peter Nash";"United Kingdom";1;-5;-10.0
"5/20/2011 13:40";"Tracey Turner";"United Kingdom";9;94;180.0
"5/20/2011 13:43";"Jason Slater";"United Kingdom";23;240;850.0
"5/20/2011 13:54";"James White";"France";2;-3;-19.0
"5/20/2011 13:56";"Angela Mills";"United Kingdom";44;442;680.0
"5/20/2011 13:58";"Angela Mills";"United Kingdom";8;85;127.0
"5/20/2011 14:04";"Nicholas Newman";"United Kingdom";1;24;120.0
"5/20/2011 14:06";"Yvonne North";"United Kingdom";19;326;516.0
"5/20/2011 14:06";"Stephanie Knox";"United Kingdom";3;144;144.0
"5/20/2011 14:07";"Yvonne North";"United Kingdom";4;26;58.0
"5/20/2011 14:11";"Joanne Forsyth";"United Kingdom";11;138;296.0
"5/20/2011 14:13";"Gordon Simpson";"Australia";4;396;708.0
"5/20/2011 14:23";"Fiona Hudson";"Netherlands";13;128;294.0
"5/20/2011 14:27";"Gordon Anderson";"United Kingdom";29;705;739.0
"5/20/2011 14:35";"Karen Walker";"United Kingdom";17;217;391.0
"5/20/2011 14:41";"Blake Edmunds";"United Kingdom";1;12;12.0
"5/20/2011 14:47";"Piers Graham";"United Kingdom";11;128;131.0
"5/20/2011 14:47";"Carl Dickens";"United Kingdom";5;8;78.0
"5/20/2011 14:54";"Edward Bailey";"United Kingdom";6;123;167.0
"5/20/2011 14:56";"Theresa Kerr";"United Kingdom";1;24;120.0
"5/20/2011 14:58";"Edward Bailey";"United Kingdom";1;4;4.0
"5/20/2011 15:08";"Chloe Ogden";"United Kingdom";5;140;160.0
"5/20/2011 15:39";"William Walsh";"United Kingdom";5;258;272.0
"5/20/2011 15:52";"Amy Berry";"United Kingdom";4;291;593.0
"5/20/2011 16:04";"Tracey Ferguson";"United Kingdom";35;115;204.0
"5/20/2011 16:25";"Connor Ellison";"United Kingdom";26;356;460.0
"5/20/2011 16:55";"Faith Henderson";"United Kingdom";1;200;400.0
"5/20/2011 16:56";"Faith Henderson";"United Kingdom";1;20;20.0
"5/22/2011 10:21";"Sophie Churchill";"United Kingdom";20;276;394.0
"5/22/2011 10:27";"Gabrielle Sutherland";"United Kingdom";1;48;288.0
"5/22/2011 10:29";"Neil Slater";"United Kingdom";2;24;192.0
"5/22/2011 10:39";"Emma Metcalfe";"United Kingdom";29;488;712.0
"5/22/2011 10:40";"Carl Reid";"United Kingdom";21;251;856.0
"5/22/2011 10:47";"Dylan Dyer";"United Kingdom";14;140;206.0
"5/22/2011 10:53";"Anthony Sharp";"United Kingdom";5;46;78.0
"5/22/2011 10:57";"Sam King";"United Kingdom";30;215;500.0
"5/22/2011 11:06";"David Roberts";"United Kingdom";30;405;1018.0
"5/22/2011 11:17";"Austin Berry";"United Kingdom";7;285;2058.0
"5/22/2011 11:24";"David Roberts";"United Kingdom";25;463;619.0
"5/22/2011 11:26";"Nathan Churchill";"United Kingdom";8;90;118.0
"5/22/2011 11:28";"Richard Butler";"United Kingdom";13;81;188.0
"5/22/2011 11:29";"Zoe McDonald";"United Kingdom";19;187;320.0
"5/22/2011 11:30";"Ruth Lawrence";"United Kingdom";26;210;326.0
"5/22/2011 11:34";"Phil Mitchell";"United Kingdom";9;42;154.0
"5/22/2011 11:38";"Faith Morgan";"United Kingdom";1;24;48.0
"5/22/2011 11:41";"Wendy Hunter";"United Kingdom";46;144;325.0
"5/22/2011 11:42";"Oliver Clarkson";"United Kingdom";48;184;217.0
"5/22/2011 11:47";"Deirdre Murray";"United Kingdom";9;99;272.0
"5/22/2011 11:49";"Robert Lawrence";"United Kingdom";20;151;209.0
"5/22/2011 11:51";"Angela Lyman";"United Kingdom";47;190;182.0
"5/22/2011 11:52";"Richard MacDonald";"United Kingdom";21;185;627.0
"5/22/2011 11:53";"Samantha Johnston";"United Kingdom";11;94;198.0
"5/22/2011 11:54";"Samantha Johnston";"United Kingdom";9;74;148.0
"5/22/2011 12:03";"Brandon Turner";"United Kingdom";5;168;306.0
"5/22/2011 12:12";"Karen Churchill";"United Kingdom";18;271;450.0
"5/22/2011 12:16";"Justin Ross";"United Kingdom";41;199;504.0
"5/22/2011 12:22";"Elizabeth White";"United Kingdom";13;72;130.0
"5/22/2011 12:35";"Virginia Buckland";"United Kingdom";9;132;156.0
"5/22/2011 12:41";"Carolyn Clark";"United Kingdom";15;170;315.0
"5/22/2011 12:49";"Alan Skinner";"United Kingdom";30;338;505.0
"5/22/2011 12:49";"Victor Skinner";"United Kingdom";35;112;249.0
"5/22/2011 12:51";"Lauren McDonald";"United Kingdom";1;32;32.0
"5/22/2011 12:51";"William Cameron";"United Kingdom";51;607;842.0
"5/22/2011 13:01";"Luke Springer";"France";35;234;721.0
"5/22/2011 13:01";"Yvonne Nolan";"United Kingdom";262;1603;2299.0
"5/22/2011 13:20";"Wendy Walker";"United Kingdom";29;534;795.0
"5/22/2011 13:27";"Audrey Hodges";"United Kingdom";11;-13;-27.0
"5/22/2011 13:29";"Luke Cameron";"United Kingdom";11;120;238.0
"5/22/2011 13:40";"William Reid";"United Kingdom";30;95;245.0
"5/22/2011 13:51";"Audrey Hodges";"United Kingdom";76;373;305.0
